session_id,src_port,dst_port,session_count,timestamp,during
00:00:00:00:00:02,47993,8080,7,61950,271
00:00:00:00:00:03,2239,8443,37,61952,267
00:00:00:00:00:01,19990,8000,49,61952,214
00:00:00:00:00:01,30658,5061,41,61952,32
00:00:00:00:00:02,25789,137,7,61953,126
00:00:00:00:00:03,47589,143,14,61954,295
00:00:00:00:00:01,52850,445,34,61954,160
00:00:00:00:00:02,56174,8000,50,61956,156
00:00:00:00:00:03,32657,5432,5,61957,26
00:00:00:00:00:01,37724,110,48,61958,272
00:00:00:00:00:03,63362,80,36,61958,34
00:00:00:00:00:02,52307,993,15,61959,183
00:00:00:00:00:02,32851,8080,6,61962,202
00:00:00:00:00:02,36024,110,15,61963,135
00:00:00:00:00:03,35350,22,29,61964,144
00:00:00:00:00:01,38496,8080,26,61964,40
00:00:00:00:00:02,24646,53,22,61968,227
00:00:00:00:00:02,7306,8080,31,61970,142
00:00:00:00:00:02,24985,25,30,61972,116
00:00:00:00:00:01,29874,8080,44,61974,299
00:00:00:00:00:02,64999,5060,15,61974,151
00:00:00:00:00:01,5231,8000,29,61975,299
00:00:00:00:00:02,55500,53,22,61975,71
00:00:00:00:00:01,61371,143,40,61976,296
00:00:00:00:00:02,50053,80,49,61978,91
00:00:00:00:00:02,53964,8080,4,61980,295
00:00:00:00:00:02,62803,995,13,61981,125
00:00:00:00:00:03,21101,135,27,61981,270
00:00:00:00:00:03,57737,443,47,61983,253
00:00:00:00:00:01,65057,80,37,61988,256
00:00:00:00:00:03,56827,20,47,61998,63
00:00:00:00:00:02,46682,80,46,61998,143
00:00:00:00:00:02,58321,8443,29,61999,152
00:00:00:00:00:02,39001,80,42,62002,91
00:00:00:00:00:02,26159,5060,43,62002,114
00:00:00:00:00:01,50429,25,19,62005,100
00:00:00:00:00:03,9855,465,31,62009,91
00:00:00:00:00:03,3290,21,20,62009,249
00:00:00:00:00:02,43497,443,28,62010,137
00:00:00:00:00:01,63523,8080,38,62013,222
00:00:00:00:00:01,12589,20,3,62016,156
00:00:00:00:00:02,30085,5432,10,62017,102
00:00:00:00:00:03,19260,8080,13,62017,206
00:00:00:00:00:01,30157,137,42,62018,207
00:00:00:00:00:01,23300,110,14,62022,269
00:00:00:00:00:01,3071,443,31,62022,298
00:00:00:00:00:01,34182,53,12,62023,158
00:00:00:00:00:02,17159,8080,36,62024,289
00:00:00:00:00:02,46098,110,37,62028,2
00:00:00:00:00:02,15068,5060,43,62028,81
00:00:00:00:00:03,15759,8000,39,62031,157
00:00:00:00:00:02,4401,143,34,62032,209
00:00:00:00:00:03,2569,8443,38,62033,1
00:00:00:00:00:03,24244,8080,10,62033,249
00:00:00:00:00:03,50660,8443,20,62033,159
00:00:00:00:00:03,44345,8000,30,62033,112
00:00:00:00:00:02,54484,53,49,62036,230
00:00:00:00:00:03,24813,8443,17,62036,96
00:00:00:00:00:01,40452,8000,35,62038,299
00:00:00:00:00:02,60731,22,5,62040,5
00:00:00:00:00:02,16305,8080,42,62042,2
00:00:00:00:00:02,28606,20,41,62042,229
00:00:00:00:00:02,40177,22,32,62043,121
00:00:00:00:00:02,28053,443,13,62045,143
00:00:00:00:00:01,20725,143,27,62051,194
00:00:00:00:00:02,56475,143,27,62051,124
00:00:00:00:00:01,65486,8443,28,62054,92
00:00:00:00:00:03,33843,8080,27,62054,112
00:00:00:00:00:02,12298,587,22,62055,234
00:00:00:00:00:01,8632,22,14,62059,89
00:00:00:00:00:02,25974,139,35,62064,276
00:00:00:00:00:03,63524,21,35,62065,76
00:00:00:00:00:03,22939,137,4,62066,57
00:00:00:00:00:01,6876,8080,4,62067,273
00:00:00:00:00:03,31670,3306,33,62071,221
00:00:00:00:00:03,48130,8080,36,62073,166
00:00:00:00:00:02,4869,20,43,62073,38
00:00:00:00:00:02,11308,8443,44,62077,164
00:00:00:00:00:01,30557,443,16,62077,120
00:00:00:00:00:02,54709,80,2,62079,211
00:00:00:00:00:01,13619,587,10,62079,123
00:00:00:00:00:01,48025,8443,21,62080,70
00:00:00:00:00:01,29527,443,38,62082,269
00:00:00:00:00:01,56037,443,40,62083,60
00:00:00:00:00:03,42256,80,16,62085,186
00:00:00:00:00:01,22571,80,33,62085,135
00:00:00:00:00:02,22632,53,44,62087,256
00:00:00:00:00:02,14901,25,1,62088,108
00:00:00:00:00:01,6993,80,44,62089,132
00:00:00:00:00:02,6383,80,18,62092,102
00:00:00:00:00:03,33855,8443,25,62094,232
00:00:00:00:00:03,4929,8443,33,62096,151
00:00:00:00:00:03,31123,143,43,62096,30
00:00:00:00:00:02,56506,8080,21,62098,207
00:00:00:00:00:02,47444,8443,11,62100,164
00:00:00:00:00:03,51037,8080,30,62108,140
00:00:00:00:00:03,11733,3306,27,62113,89
00:00:00:00:00:03,25025,53,44,62113,187
00:00:00:00:00:01,21996,465,46,62113,231
00:00:00:00:00:03,4456,8443,11,62113,248
00:00:00:00:00:01,34077,8443,17,62114,102
00:00:00:00:00:03,62510,8443,19,62114,182
00:00:00:00:00:02,53525,443,43,62120,271
00:00:00:00:00:01,38528,138,18,62123,117
00:00:00:00:00:02,46086,8000,14,62124,62
00:00:00:00:00:03,40041,53,28,62127,126
00:00:00:00:00:03,55410,8443,28,62127,133
00:00:00:00:00:03,58221,993,41,62129,125
00:00:00:00:00:01,12202,8080,39,62130,16
00:00:00:00:00:03,32721,443,1,62132,199
00:00:00:00:00:02,38513,5432,35,62132,163
00:00:00:00:00:03,53085,21,49,62136,13
00:00:00:00:00:01,33375,5432,14,62137,219
00:00:00:00:00:01,56562,8000,14,62141,176
00:00:00:00:00:03,19406,5061,22,62142,225
00:00:00:00:00:01,32191,53,13,62142,288
00:00:00:00:00:02,2293,21,5,62146,206
00:00:00:00:00:02,31130,8080,50,62146,275
00:00:00:00:00:03,54227,443,34,62148,217
00:00:00:00:00:01,13403,139,1,62149,186
00:00:00:00:00:03,52220,135,22,62150,26
00:00:00:00:00:01,23137,8000,19,62151,112
00:00:00:00:00:02,21031,8080,15,62152,284
00:00:00:00:00:02,44423,443,23,62154,73
00:00:00:00:00:02,51710,443,33,62155,296
00:00:00:00:00:02,26952,21,10,62157,17
00:00:00:00:00:01,38666,8080,17,62164,267
00:00:00:00:00:01,36542,8443,31,62166,269
00:00:00:00:00:02,54179,22,48,62166,196
00:00:00:00:00:02,16871,443,36,62167,3
00:00:00:00:00:01,39408,53,33,62167,39
00:00:00:00:00:02,45268,25,5,62168,102
00:00:00:00:00:01,12095,22,2,62169,219
00:00:00:00:00:01,59597,8443,22,62169,85
00:00:00:00:00:03,51509,137,14,62173,12
00:00:00:00:00:03,15910,80,3,62175,112
00:00:00:00:00:02,43953,8443,20,62179,55
00:00:00:00:00:03,26420,8080,42,62185,224
00:00:00:00:00:01,24053,25,8,62186,21
00:00:00:00:00:01,30651,8000,20,62193,44
00:00:00:00:00:03,65017,137,36,62196,210
00:00:00:00:00:03,4094,80,22,62198,227
00:00:00:00:00:02,58805,5060,43,62200,153
00:00:00:00:00:02,4908,587,42,62202,295
00:00:00:00:00:02,62691,8000,26,62206,293
00:00:00:00:00:02,32670,8000,47,62206,203
00:00:00:00:00:01,27990,143,13,62207,119
00:00:00:00:00:02,51968,8000,28,62209,56
00:00:00:00:00:01,48859,993,3,62212,74
00:00:00:00:00:03,3028,21,31,62213,230
00:00:00:00:00:01,44118,8080,41,62213,95
00:00:00:00:00:02,64527,465,12,62215,156
00:00:00:00:00:01,42764,8443,19,62215,292
00:00:00:00:00:01,20726,8080,42,62218,252
00:00:00:00:00:02,11706,53,3,62219,250
00:00:00:00:00:03,48631,993,47,62219,296
00:00:00:00:00:01,34360,3306,24,62219,109
00:00:00:00:00:01,7760,8000,48,62221,97
00:00:00:00:00:02,56697,443,12,62223,232
00:00:00:00:00:02,26856,443,2,62225,192
00:00:00:00:00:02,52174,80,29,62232,41
00:00:00:00:00:01,39389,587,28,62232,220
00:00:00:00:00:02,40080,443,43,62232,68
00:00:00:00:00:02,12792,53,12,62234,88
00:00:00:00:00:03,13673,21,15,62235,192
00:00:00:00:00:02,39154,20,19,62238,123
00:00:00:00:00:02,48140,8000,7,62242,233
00:00:00:00:00:03,4446,443,44,62242,95
00:00:00:00:00:01,25219,8080,37,62244,188
00:00:00:00:00:01,38991,80,28,62258,225
00:00:00:00:00:03,63956,21,42,62265,180
00:00:00:00:00:03,63865,137,16,62265,200
00:00:00:00:00:02,45570,8080,42,62266,202
00:00:00:00:00:02,19325,8080,21,62267,279
00:00:00:00:00:02,50171,8443,46,62268,204
00:00:00:00:00:03,57327,8443,25,62269,253
00:00:00:00:00:02,7652,137,25,62269,43
00:00:00:00:00:03,53054,8080,30,62271,97
00:00:00:00:00:02,34902,22,49,62271,198
00:00:00:00:00:01,18411,443,37,62273,175
00:00:00:00:00:03,17487,8443,30,62273,74
00:00:00:00:00:03,64260,80,9,62278,1
00:00:00:00:00:03,47221,443,30,62280,182
00:00:00:00:00:02,54996,8000,36,62282,122
00:00:00:00:00:01,46092,80,19,62282,288
00:00:00:00:00:03,57330,8000,18,62289,121
00:00:00:00:00:02,65352,80,37,62292,291
00:00:00:00:00:01,20477,25,22,62294,77
00:00:00:00:00:01,17029,8443,17,62297,240
00:00:00:00:00:02,9939,8080,14,62299,84
00:00:00:00:00:01,48496,5432,25,62299,159
00:00:00:00:00:03,60377,8443,41,62299,176
00:00:00:00:00:01,55238,135,23,62301,45
00:00:00:00:00:01,36211,3306,23,62305,231
00:00:00:00:00:01,9384,8000,41,62305,153
00:00:00:00:00:03,41330,5060,18,62305,190
00:00:00:00:00:01,47316,443,44,62306,44
00:00:00:00:00:02,44312,143,34,62308,118
00:00:00:00:00:02,7380,8000,14,62312,21
00:00:00:00:00:03,37743,8443,45,62315,87
00:00:00:00:00:02,52359,80,16,62315,243
00:00:00:00:00:01,7501,25,6,62317,89
00:00:00:00:00:01,42272,21,14,62317,51
00:00:00:00:00:03,1951,110,45,62319,243
00:00:00:00:00:02,43876,445,30,62325,280
00:00:00:00:00:03,26931,80,13,62325,176
00:00:00:00:00:01,63201,5060,16,62327,25
00:00:00:00:00:02,12642,21,14,62327,26
00:00:00:00:00:02,25219,3306,37,62329,192
00:00:00:00:00:01,13411,8000,21,62330,43
00:00:00:00:00:01,48265,20,14,62333,219
00:00:00:00:00:01,9829,5432,32,62333,208
00:00:00:00:00:02,27223,22,16,62334,253
00:00:00:00:00:03,30969,21,32,62335,274
00:00:00:00:00:03,9171,22,2,62336,28
00:00:00:00:00:01,6327,8443,19,62338,234
00:00:00:00:00:02,64417,8080,49,62340,181
00:00:00:00:00:03,9376,53,28,62342,135
00:00:00:00:00:01,50863,5061,22,62347,61
00:00:00:00:00:01,53510,20,21,62349,185
00:00:00:00:00:02,36126,80,24,62351,191
00:00:00:00:00:01,64683,53,46,62354,38
00:00:00:00:00:01,2502,80,31,62354,123
00:00:00:00:00:01,30965,80,36,62355,116
00:00:00:00:00:01,15912,8080,17,62355,24
00:00:00:00:00:02,65395,80,49,62356,162
00:00:00:00:00:02,2780,53,11,62359,281
00:00:00:00:00:03,60568,443,7,62359,59
00:00:00:00:00:01,42326,138,33,62360,161
00:00:00:00:00:02,62702,21,24,62361,13
00:00:00:00:00:02,14990,445,11,62361,197
00:00:00:00:00:03,65305,8443,9,62372,236
00:00:00:00:00:03,24871,22,13,62373,162
00:00:00:00:00:03,33048,8443,18,62374,45
00:00:00:00:00:01,15169,443,14,62381,26
00:00:00:00:00:03,61467,8000,13,62381,230
00:00:00:00:00:02,45834,139,19,62383,27
00:00:00:00:00:02,48308,137,8,62385,242
00:00:00:00:00:02,28125,8000,32,62387,125
00:00:00:00:00:02,18586,21,46,62392,5
00:00:00:00:00:01,42758,995,3,62392,106
00:00:00:00:00:02,41959,8443,18,62394,7
00:00:00:00:00:02,7954,465,14,62397,249
00:00:00:00:00:02,44848,995,38,62399,55
00:00:00:00:00:03,3243,139,29,62400,130
00:00:00:00:00:02,49827,138,32,62402,33
00:00:00:00:00:01,38086,465,40,62402,216
00:00:00:00:00:02,35295,110,14,62407,173
00:00:00:00:00:03,38706,138,36,62411,145
00:00:00:00:00:01,49726,25,7,62412,2
00:00:00:00:00:02,53437,8080,16,62412,11
00:00:00:00:00:01,44358,21,36,62416,131
00:00:00:00:00:02,34800,3306,43,62416,100
00:00:00:00:00:02,47525,8080,41,62417,61
00:00:00:00:00:03,40383,20,23,62418,52
00:00:00:00:00:02,58921,443,35,62418,263
00:00:00:00:00:03,47734,5432,12,62421,260
00:00:00:00:00:02,57339,53,17,62422,134
00:00:00:00:00:02,18559,8443,9,62423,64
00:00:00:00:00:01,30147,8443,43,62425,67
00:00:00:00:00:03,8180,8080,44,62426,212
00:00:00:00:00:02,17845,587,17,62429,253
00:00:00:00:00:02,5192,22,19,62430,83
00:00:00:00:00:03,49284,53,16,62438,138
00:00:00:00:00:02,4818,8000,41,62441,146
00:00:00:00:00:03,31460,993,22,62441,164
00:00:00:00:00:01,33527,993,5,62444,63
00:00:00:00:00:01,51184,465,40,62445,76
00:00:00:00:00:03,9224,443,3,62446,119
00:00:00:00:00:03,16455,8080,32,62448,177
00:00:00:00:00:03,29453,587,23,62455,144
00:00:00:00:00:03,47322,80,40,62457,44
00:00:00:00:00:02,3860,8443,33,62460,81
00:00:00:00:00:03,41787,8080,46,62461,127
00:00:00:00:00:01,43710,465,19,62468,106
00:00:00:00:00:03,40089,8080,13,62474,144
00:00:00:00:00:01,27656,110,22,62474,46
00:00:00:00:00:02,56770,443,11,62476,255
00:00:00:00:00:03,3831,8080,23,62480,10
00:00:00:00:00:03,11828,443,17,62482,88
00:00:00:00:00:01,61309,587,3,62482,227
00:00:00:00:00:02,16142,8000,21,62485,282
00:00:00:00:00:02,27844,8000,30,62486,80
00:00:00:00:00:02,35888,53,6,62492,292
00:00:00:00:00:03,16086,8443,47,62493,200
00:00:00:00:00:02,9440,110,46,62494,154
00:00:00:00:00:01,32622,143,7,62496,282
00:00:00:00:00:01,18738,995,49,62496,139
00:00:00:00:00:03,64186,80,36,62498,64
00:00:00:00:00:03,33800,139,31,62500,261
00:00:00:00:00:02,39517,587,38,62503,264
00:00:00:00:00:01,3555,80,6,62506,70
00:00:00:00:00:01,34784,8000,37,62507,218
00:00:00:00:00:03,23207,80,7,62507,282
00:00:00:00:00:02,63467,80,48,62508,201
00:00:00:00:00:02,28955,8000,29,62508,155
00:00:00:00:00:01,25854,8000,36,62512,75
00:00:00:00:00:02,15843,8443,9,62523,202
00:00:00:00:00:01,47355,143,6,62525,234
00:00:00:00:00:01,56231,20,42,62526,111
00:00:00:00:00:02,1791,8443,2,62526,69
00:00:00:00:00:01,59344,8000,11,62528,98
00:00:00:00:00:02,46613,80,46,62535,26
00:00:00:00:00:01,2923,8443,41,62535,96
00:00:00:00:00:01,5910,22,18,62535,61
00:00:00:00:00:02,30127,8080,42,62536,120
00:00:00:00:00:02,24426,80,31,62539,203
00:00:00:00:00:03,60319,8000,36,62540,44
00:00:00:00:00:02,50901,8000,9,62544,286
00:00:00:00:00:02,62075,139,34,62544,236
00:00:00:00:00:02,27549,110,14,62547,68
00:00:00:00:00:03,40637,8000,10,62548,179
00:00:00:00:00:03,20518,8000,24,62549,129
00:00:00:00:00:01,40984,8000,19,62551,219
00:00:00:00:00:03,18226,53,49,62552,198
00:00:00:00:00:02,61750,22,21,62554,215
00:00:00:00:00:01,14931,8080,6,62554,187
00:00:00:00:00:01,14020,443,4,62565,117
00:00:00:00:00:01,35960,8443,4,62570,29
00:00:00:00:00:01,15644,3306,44,62571,122
00:00:00:00:00:03,62111,8000,24,62573,4
00:00:00:00:00:01,5064,25,43,62576,75
00:00:00:00:00:01,64910,21,32,62581,23
00:00:00:00:00:03,23494,8080,8,62584,182
00:00:00:00:00:03,10723,53,10,62589,290
00:00:00:00:00:03,5880,3306,36,62590,266
00:00:00:00:00:02,29155,445,23,62590,211
00:00:00:00:00:02,20707,8080,49,62597,199
00:00:00:00:00:03,43133,80,23,62602,76
00:00:00:00:00:03,57081,25,16,62602,233
00:00:00:00:00:02,26618,8443,25,62607,55
00:00:00:00:00:02,21111,8000,10,62607,244
00:00:00:00:00:03,31091,3306,28,62609,29
00:00:00:00:00:02,24557,3306,41,62609,254
00:00:00:00:00:03,56509,25,7,62611,192
00:00:00:00:00:03,52627,443,5,62614,151
00:00:00:00:00:03,43444,25,33,62614,152
00:00:00:00:00:02,43489,443,21,62615,229
00:00:00:00:00:01,18063,443,14,62617,274
00:00:00:00:00:02,50539,443,49,62618,56
00:00:00:00:00:01,46912,443,31,62618,214
00:00:00:00:00:01,4840,587,15,62619,93
00:00:00:00:00:02,18256,5060,15,62627,25
00:00:00:00:00:03,7198,80,30,62628,18
00:00:00:00:00:01,32811,443,31,62628,238
00:00:00:00:00:01,41923,22,26,62630,126
00:00:00:00:00:03,29088,53,14,62630,40
00:00:00:00:00:01,63547,25,22,62631,181
00:00:00:00:00:02,60124,8443,38,62638,286
00:00:00:00:00:01,48834,25,11,62640,194
00:00:00:00:00:02,30228,8000,45,62640,97
00:00:00:00:00:01,1999,80,47,62640,131
00:00:00:00:00:03,21125,8080,23,62645,93
00:00:00:00:00:02,4110,8443,47,62649,77
00:00:00:00:00:01,41667,80,21,62649,243
00:00:00:00:00:01,3250,80,3,62655,286
00:00:00:00:00:01,20261,993,50,62656,228
00:00:00:00:00:02,53665,21,28,62659,64
00:00:00:00:00:01,62170,8443,24,62661,258
00:00:00:00:00:01,23757,143,17,62664,69
00:00:00:00:00:02,32672,5061,33,62665,79
00:00:00:00:00:03,29885,443,49,62667,255
00:00:00:00:00:01,5365,8000,6,62671,132
00:00:00:00:00:03,8835,8443,47,62672,217
00:00:00:00:00:03,29954,139,34,62673,207
00:00:00:00:00:02,37099,8443,12,62673,134
00:00:00:00:00:03,18747,443,7,62679,171
00:00:00:00:00:01,3043,587,36,62680,270
00:00:00:00:00:02,58789,25,31,62680,113
00:00:00:00:00:01,33715,995,34,62683,296
00:00:00:00:00:01,58468,53,39,62690,287
00:00:00:00:00:01,23503,22,28,62692,48
00:00:00:00:00:02,3755,443,47,62693,115
00:00:00:00:00:01,49556,25,23,62693,84
00:00:00:00:00:03,34404,138,10,62694,284
00:00:00:00:00:03,26604,995,4,62695,294
00:00:00:00:00:02,41326,8443,25,62695,175
00:00:00:00:00:02,54796,3306,13,62696,188
00:00:00:00:00:03,52411,80,45,62696,56
00:00:00:00:00:02,31034,53,29,62697,210
00:00:00:00:00:03,6713,5060,26,62701,47
00:00:00:00:00:01,12711,53,14,62702,268
00:00:00:00:00:01,16030,22,32,62702,88
00:00:00:00:00:03,40627,8000,16,62703,252
00:00:00:00:00:02,6243,8443,29,62703,163
00:00:00:00:00:01,15831,22,32,62703,102
00:00:00:00:00:03,46598,80,10,62704,238
00:00:00:00:00:03,24795,8443,26,62704,142
00:00:00:00:00:03,34606,80,31,62711,285
00:00:00:00:00:02,60444,993,11,62713,81
00:00:00:00:00:02,28848,587,34,62714,273
00:00:00:00:00:01,5613,143,41,62714,61
00:00:00:00:00:02,3509,8080,20,62715,104
00:00:00:00:00:03,24882,443,28,62720,229
00:00:00:00:00:03,32265,53,17,62723,186
00:00:00:00:00:03,11000,8443,25,62723,260
00:00:00:00:00:03,56641,53,34,62724,280
00:00:00:00:00:02,19258,80,19,62725,250
00:00:00:00:00:01,61003,53,3,62727,41
00:00:00:00:00:03,1545,137,26,62731,197
00:00:00:00:00:02,47693,25,18,62731,206
00:00:00:00:00:03,63395,53,18,62732,37
00:00:00:00:00:03,34480,8080,20,62734,114
00:00:00:00:00:02,32772,8080,10,62734,36
00:00:00:00:00:03,59529,53,20,62735,288
00:00:00:00:00:01,14584,3306,31,62737,52
00:00:00:00:00:03,47074,80,45,62738,127
00:00:00:00:00:03,12887,80,16,62738,94
00:00:00:00:00:01,15892,3306,1,62738,291
00:00:00:00:00:01,37115,22,18,62740,168
00:00:00:00:00:02,25901,8000,46,62740,292
00:00:00:00:00:03,62689,8000,20,62743,298
00:00:00:00:00:03,56029,8080,5,62744,278
00:00:00:00:00:01,16230,80,43,62749,70
00:00:00:00:00:03,22650,8000,49,62763,293
00:00:00:00:00:03,44256,8000,11,62763,68
00:00:00:00:00:01,52769,8000,41,62765,60
00:00:00:00:00:02,13005,995,25,62765,230
00:00:00:00:00:03,42314,143,44,62765,122
00:00:00:00:00:03,25112,443,5,62766,229
00:00:00:00:00:01,64834,443,38,62766,226
00:00:00:00:00:02,51286,443,7,62768,24
00:00:00:00:00:01,31124,8000,40,62773,146
00:00:00:00:00:02,54188,8080,41,62773,96
00:00:00:00:00:01,18172,137,38,62775,283
00:00:00:00:00:02,48851,5432,10,62775,241
00:00:00:00:00:03,55033,22,26,62779,30
00:00:00:00:00:03,30920,8000,41,62779,184
00:00:00:00:00:01,15371,443,29,62782,28
00:00:00:00:00:03,65028,8443,44,62787,166
00:00:00:00:00:03,35930,8000,22,62788,114
00:00:00:00:00:03,51985,5060,45,62798,102
00:00:00:00:00:03,58129,139,46,62798,277
00:00:00:00:00:02,25124,53,8,62805,210
00:00:00:00:00:01,8215,53,10,62805,86
00:00:00:00:00:02,12526,3306,9,62805,279
00:00:00:00:00:01,22756,21,28,62806,144
00:00:00:00:00:02,49965,8443,20,62808,202
00:00:00:00:00:02,1675,8000,11,62811,178
00:00:00:00:00:03,32900,8000,29,62814,202
00:00:00:00:00:03,28021,139,9,62818,131
00:00:00:00:00:01,45337,443,49,62820,159
00:00:00:00:00:01,15845,8000,37,62820,85
00:00:00:00:00:03,11633,8443,14,62820,11
00:00:00:00:00:02,19615,443,30,62820,202
00:00:00:00:00:03,46666,8000,3,62821,47
00:00:00:00:00:02,13583,8443,5,62822,109
00:00:00:00:00:03,60461,8000,10,62825,222
00:00:00:00:00:01,18763,443,47,62827,205
00:00:00:00:00:02,35600,8443,20,62829,85
00:00:00:00:00:03,45222,465,17,62830,146
00:00:00:00:00:01,31752,53,41,62831,19
00:00:00:00:00:02,8958,20,7,62832,139
00:00:00:00:00:02,39173,8443,26,62836,243
00:00:00:00:00:02,30310,443,10,62844,96
00:00:00:00:00:03,47956,3306,28,62844,68
00:00:00:00:00:01,20760,53,48,62846,140
00:00:00:00:00:02,46312,139,25,62853,118
00:00:00:00:00:03,28318,110,12,62859,141
00:00:00:00:00:01,19029,8000,40,62862,20
00:00:00:00:00:03,37807,8443,34,62863,210
00:00:00:00:00:03,24153,465,17,62867,112
00:00:00:00:00:03,46320,443,37,62868,118
00:00:00:00:00:03,5518,20,22,62870,221
00:00:00:00:00:02,6491,443,48,62872,112
00:00:00:00:00:02,42615,443,40,62874,156
00:00:00:00:00:02,61952,53,9,62876,200
00:00:00:00:00:02,48174,110,7,62877,93
00:00:00:00:00:03,48954,8443,9,62877,28
00:00:00:00:00:03,26507,110,31,62881,86
00:00:00:00:00:01,27984,8443,45,62883,100
00:00:00:00:00:02,57183,443,38,62883,247
00:00:00:00:00:01,12969,465,47,62884,144
00:00:00:00:00:03,44339,443,17,62888,26
00:00:00:00:00:02,25694,465,18,62890,208
00:00:00:00:00:01,40053,465,40,62896,108
00:00:00:00:00:02,29686,443,30,62896,79
00:00:00:00:00:01,25688,8443,19,62897,94
00:00:00:00:00:01,61528,993,27,62900,77
00:00:00:00:00:03,25746,8000,24,62901,122
00:00:00:00:00:02,1347,8000,36,62906,162
00:00:00:00:00:02,22761,53,46,62909,235
00:00:00:00:00:01,14418,8443,4,62909,42
00:00:00:00:00:03,48269,110,30,62910,287
00:00:00:00:00:03,30006,8443,12,62910,119
00:00:00:00:00:02,40965,80,42,62912,233
00:00:00:00:00:01,17797,8000,8,62914,65
00:00:00:00:00:01,15624,8443,41,62914,72
00:00:00:00:00:01,64140,8080,42,62916,84
00:00:00:00:00:01,40132,443,31,62917,144
00:00:00:00:00:01,10678,8000,43,62917,108
00:00:00:00:00:03,2723,8443,36,62922,107
00:00:00:00:00:03,5472,80,30,62922,51
00:00:00:00:00:03,60816,21,41,62923,292
00:00:00:00:00:02,12821,8443,46,62923,255
00:00:00:00:00:01,24160,139,32,62925,204
00:00:00:00:00:03,3873,5060,37,62938,289
00:00:00:00:00:01,23496,80,34,62939,53
00:00:00:00:00:01,17741,80,48,62940,181
00:00:00:00:00:01,54386,5061,4,62942,85
00:00:00:00:00:01,18278,135,47,62943,169
00:00:00:00:00:02,21135,3306,50,62949,145
00:00:00:00:00:01,25697,445,15,62951,146
00:00:00:00:00:03,35654,445,26,62955,300
00:00:00:00:00:02,8504,80,46,62956,25
00:00:00:00:00:01,49865,80,19,62958,244
00:00:00:00:00:02,10429,53,14,62958,63
00:00:00:00:00:03,18666,5432,24,62959,148
00:00:00:00:00:01,38367,137,6,62963,165
00:00:00:00:00:02,36402,443,15,62964,53
00:00:00:00:00:02,59356,443,16,62966,221
00:00:00:00:00:03,59995,8080,27,62968,266
00:00:00:00:00:02,29513,8443,40,62970,75
00:00:00:00:00:01,46667,80,16,62971,175
00:00:00:00:00:02,33829,8000,14,62972,50
00:00:00:00:00:03,49586,22,7,62976,64
00:00:00:00:00:01,16586,20,4,62976,172
00:00:00:00:00:02,59420,8443,25,62977,34
00:00:00:00:00:02,5190,8000,12,62978,266
00:00:00:00:00:02,38733,143,19,62978,37
00:00:00:00:00:02,40781,443,8,62980,278
00:00:00:00:00:01,53177,80,48,62982,100
00:00:00:00:00:02,55944,80,45,62982,184
00:00:00:00:00:02,26417,138,20,62983,52
00:00:00:00:00:02,22812,587,33,62987,218
00:00:00:00:00:01,3430,443,37,62987,146
00:00:00:00:00:02,20139,22,35,62987,12
00:00:00:00:00:02,24453,443,15,62989,17
00:00:00:00:00:02,26674,5432,10,62989,229
00:00:00:00:00:02,56386,20,28,62991,20
00:00:00:00:00:01,34855,20,45,62992,27
00:00:00:00:00:03,24653,3306,9,62993,107
00:00:00:00:00:01,3712,3306,31,62994,25
00:00:00:00:00:03,32882,8080,46,62995,14
00:00:00:00:00:02,60031,443,49,62997,72
00:00:00:00:00:01,33427,22,28,63003,170
00:00:00:00:00:01,54886,3306,11,63004,61
00:00:00:00:00:03,14788,20,7,63005,101
00:00:00:00:00:03,43842,143,22,63010,166
00:00:00:00:00:01,17447,3306,5,63013,168
00:00:00:00:00:01,12992,25,39,63015,37
00:00:00:00:00:01,57666,443,44,63021,121
00:00:00:00:00:01,60492,80,12,63023,268
00:00:00:00:00:03,34204,8000,34,63024,68
00:00:00:00:00:01,10723,8080,24,63025,1
00:00:00:00:00:02,47863,443,13,63025,24
00:00:00:00:00:01,43873,80,13,63029,3
00:00:00:00:00:01,23600,22,49,63030,45
00:00:00:00:00:03,20992,5432,34,63030,228
00:00:00:00:00:01,5716,443,10,63031,96
00:00:00:00:00:02,58889,445,12,63035,178
00:00:00:00:00:03,56957,25,47,63035,3
00:00:00:00:00:01,63244,443,2,63036,43
00:00:00:00:00:03,30555,143,50,63041,225
00:00:00:00:00:03,37084,8080,29,63042,156
00:00:00:00:00:01,58047,8443,39,63047,60
00:00:00:00:00:01,37898,8080,34,63049,163
00:00:00:00:00:03,25297,995,1,63052,282
00:00:00:00:00:02,30675,8000,17,63053,127
00:00:00:00:00:01,48321,53,6,63058,221
00:00:00:00:00:01,49961,995,3,63058,170
00:00:00:00:00:02,30648,8000,6,63059,288
00:00:00:00:00:02,42732,443,32,63059,219
00:00:00:00:00:03,53005,20,34,63061,226
00:00:00:00:00:02,4638,8080,41,63065,83
00:00:00:00:00:02,55289,443,24,63066,193
00:00:00:00:00:03,53694,8080,22,63069,32
00:00:00:00:00:02,56363,5060,19,63069,78
00:00:00:00:00:01,4213,53,2,63070,12
00:00:00:00:00:01,53094,22,41,63070,208
00:00:00:00:00:01,7143,80,38,63072,103
00:00:00:00:00:03,35913,443,1,63078,269
